gene,gene_name,zscore,effect_size,pvalue,VAR_g,pred_perf_R2,pred_perf_p,pred_perf_q,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000180336,C17orf104,-0.874844409311,-0.0510284032806,0.381658569917,0.0193752016722,0.0201669137352,1.50355245403e-05,2.52786435692e-05,27,27,27
ENSG00000205302,SNX2,-0.874426136431,-0.0469258869131,0.381886229,0.00347230225648,0.00949868069144,0.00305255346215,0.00446972558643,4,4,4
ENSG00000146192,FGD2,-0.874146879708,-0.0488503703852,0.382038270226,0.0461755293568,0.0695573057908,3.88954642176e-16,1.00488850375e-15,11,11,11
ENSG00000111652,COPS7A,-0.874139489453,-0.0472580287888,0.382042294352,0.10961247287,0.154292740372,2.21023129888e-35,9.34241220719e-35,17,18,18
ENSG00000127445,PIN1,0.874135165962,0.0500344907375,0.382044648582,0.00373103346774,0.00466990785765,0.0380219626085,0.0510434481211,12,12,12
ENSG00000169951,ZNF764,0.873931657178,0.0474680418853,0.382155473386,0.00142042538065,0.00130247436177,0.273640492509,0.33857387758,2,2,2
ENSG00000197077,KIAA1671,-0.873859890883,-0.0487366407131,0.382194559868,0.170516751518,0.243051152878,1.24804179212e-57,8.20257407387e-57,12,12,12
ENSG00000182718,ANXA2,0.873790231741,0.0484954398288,0.382232501064,0.0357492075295,0.0666181009096,1.69464133028e-15,4.26934218843e-15,9,9,9
ENSG00000013306,SLC25A39,-0.873622000827,-0.0483443000061,0.3823241408,0.0525653569762,0.0586862850939,8.83537555141e-14,2.09639220659e-13,24,24,24
ENSG00000213762,ZNF134,-0.873407402408,-0.0470121657564,0.382441057667,0.00563366547518,0.00239925319134,0.137228523719,0.175258109754,7,7,7
ENSG00000106258,CYP3A5,-0.872931949357,-0.0482832492267,0.382700170637,0.00492994208411,0.0104069746349,0.00192536752606,0.00285767587173,6,6,6
ENSG00000162444,RBP7,-0.872804833257,-0.0494278769673,0.382769464745,0.0624704084934,0.110355126396,3.42363181761e-25,1.14332288716e-24,13,15,15
TRAPPC2P1,TRAPPC2P1,0.872715299616,0.0470025632614,0.382818276346,0.024143711515,0.046020115951,4.64755787093e-11,1.00349155276e-10,20,20,20
ENSG00000137571,SLCO5A1,-0.872617139659,-0.0513796442788,0.382871795191,0.0192994021972,0.0190083977674,2.66005485393e-05,4.40699150706e-05,51,51,51
ENSG00000182534,MXRA7,0.87259885018,0.0454942153698,0.382881767501,0.794287141852,0.715864195284,1.30097632598e-253,1.24167820213e-251,29,29,29
ENSG00000158714,SLAMF8,0.872190037712,0.0465385877065,0.383104713403,0.0515737009704,0.0872759220922,5.02181188198e-20,1.46000102218e-19,13,13,13
ENSG00000114529,C3orf52,-0.872178825919,-0.0488761401653,0.383110828876,0.399419065217,0.438653532482,1.75599735832e-117,2.95757560185e-116,28,28,28
ENSG00000174547,MRPL11,-0.872103499238,-0.0479026769205,0.383151917362,0.00150963456307,0.00105007237513,0.325667518191,0.399493981754,8,8,8
ENSG00000096060,FKBP5,-0.872013982118,-0.0477224635788,0.383200749825,0.0125392930167,0.0045006567442,0.0416912146559,0.0557590361731,35,36,36
ENSG00000244617,ASPRV1,-0.871796678328,-0.0534727314471,0.383319307022,0.231499922855,0.24987417651,1.91142957677e-59,1.29503286809e-58,49,49,49
ENSG00000104826,LHB,-0.871640896496,-0.0476624954507,0.383404312725,0.00787498983506,0.013654887257,0.000377137888379,0.000586386864342,11,12,12
ENSG00000196388,INCA1,-0.871318090027,-0.0455596493692,0.38358049575,0.0688904452378,0.0692407204464,4.5585123156e-16,1.17311773561e-15,57,57,57
ENSG00000106392,C1GALT1,-0.871018901687,-0.0485544293411,0.383743832602,0.276839949611,0.313258392054,3.94363089182e-77,3.60705294973e-76,31,31,31
ENSG00000137575,SDCBP,-0.871006345634,-0.0450382713043,0.383750688299,0.00185863323848,0.000709887430914,0.419051610919,0.506406896726,6,6,6
ENSG00000092758,COL9A3,-0.870730956588,-0.0494753883391,0.383901071597,0.599436141503,0.639703894396,3.80255041484e-206,1.9043114644e-204,41,42,42
ENSG00000183473,SSTR3,-0.870520251335,-0.0496923617769,0.384016156993,0.162032712428,0.198140563425,4.51593927355e-46,2.36123208305e-45,48,49,49
ENSG00000136141,LRCH1,-0.870469578916,-0.0475678974446,0.384043836981,0.0604040398517,0.0935247849696,2.05941046774e-21,6.23694993577e-21,26,26,26
ENSG00000133121,STARD13,0.870396927881,0.0501891203313,0.384083524997,0.00222120970329,0.00579401365627,0.0208045435509,0.0285434003239,11,12,12
ENSG00000107957,SH3PXD2A,-0.870392210606,-0.0492449200865,0.38408610205,0.0681750361035,0.0857431458927,1.09604042595e-19,3.14851656494e-19,47,47,47
ENSG00000204348,DOM3Z,0.870314523722,0.0485399515602,0.384128544014,0.0382585490631,0.0442652212285,1.10270939932e-10,2.34595146156e-10,33,34,34
ENSG00000248712,CCDC153,-0.869852932817,-0.0461499999852,0.384380779926,0.00286886958126,0.013284990723,0.000453583441479,0.000701520374321,2,2,2
ENSG00000117411,B4GALT2,-0.869803586446,-0.0479885162033,0.384407751198,0.00130267561302,6.92364184607e-05,0.800794162306,0.929274001034,5,5,5
ENSG00000143434,SEMA6C,0.869761813013,0.0482277666767,0.384430584229,0.171071814506,0.123351288787,3.72259762395e-28,1.33999271126e-27,90,90,90
ENSG00000103356,EARS2,-0.869715803176,-0.0459035900809,0.384455733806,0.0648805230732,0.101166980209,4.03337242363e-23,1.27792995409e-22,24,24,24
ENSG00000077312,SNRPA,0.869704301217,0.0474172503008,0.384462021084,0.0157832491215,0.0255829363356,1.05247366573e-06,1.87782858999e-06,16,16,16
ENSG00000010810,FYN,0.86959834334,0.0486259461219,0.384519943448,0.00929452951119,0.00417457752361,0.0498481355229,0.0662779924261,29,31,31
ENSG00000143190,POU2F1,-0.869432891555,-0.0488180428029,0.384610399106,0.00684969986567,0.00730487434911,0.00941960173066,0.0133074733878,23,23,23
ENSG00000152315,KCNK13,-0.869250985102,-0.0490574970309,0.384709865865,0.102513027553,0.153414948035,3.57196191555e-35,1.50451904028e-34,10,10,10
ENSG00000164941,INTS8,0.869070147285,0.0468742081802,0.384808763883,0.0361081593154,0.0412161057753,4.93843778478e-10,1.0201405907e-09,28,29,29
ENSG00000170185,USP38,-0.869045559146,-0.0475599142171,0.384822212039,0.0638594712396,0.0946058859957,1.18276653472e-21,3.60606898816e-21,16,16,16
ENSG00000110768,GTF2H1,0.868935897766,0.0477439400496,0.384882193376,0.205268088999,0.255015911398,7.9964615157e-61,5.55199760797e-60,39,39,39
ENSG00000166900,STX3,0.868793495225,0.0481562640932,0.384960091631,0.0227427024227,0.0261714855026,7.88713827538e-07,1.4145084181e-06,25,25,25
ENSG00000162627,SNX7,0.868623465248,0.0488265111523,0.385053115508,0.265238715443,0.293483639714,1.91087414332e-71,1.57695008406e-70,121,121,121
ENSG00000172346,CSDC2,0.86842258606,0.0481598836354,0.385163034779,0.106190504697,0.11765797726,7.4844042235e-27,2.60785947163e-26,31,31,31
ENSG00000111678,C12orf57,-0.868278031331,-0.0477489007297,0.385242145681,0.0156425492716,0.0147872405198,0.000214635993999,0.000337911866718,40,41,41
ENSG00000119203,CPSF3,-0.868205657365,-0.0543995547721,0.385281757731,0.00294004956489,0.0147211767439,0.000221800352918,0.000348857469343,8,8,8
ENSG00000151532,VTI1A,0.868028839835,0.0472066834414,0.385378544777,0.0434097858161,0.0584945090291,9.71869770657e-14,2.30141976795e-13,44,44,44
ENSG00000173226,IQCB1,0.867898644509,0.0462352152777,0.385449821082,0.50014375713,0.559382876695,6.51529145062e-166,2.05294027981e-164,46,47,47
ENSG00000106012,IQCE,0.867867737893,0.0481637468497,0.3854667423,0.062038554827,0.0874076113627,4.69585571992e-20,1.36622742847e-19,26,26,26
ENSG00000183828,NUDT14,-0.867699459983,-0.048872375357,0.385558881575,0.395895014626,0.406339304157,2.76958537163e-106,3.97366110346e-105,38,38,38
ENSG00000162909,CAPN2,0.867567971941,0.0476228885489,0.385630886206,0.0436271989213,0.0362224379152,5.72841511042e-09,1.13049079142e-08,36,36,36
ENSG00000107223,EDF1,0.867444082783,0.0484263541223,0.3856987371,0.000285806225127,0.00136468967862,0.262468602391,0.325454148192,2,2,2
ENSG00000164440,TXLNB,0.867179934782,0.0486981558079,0.385843428492,0.108050163681,0.156593811908,6.26556203612e-36,2.68544476335e-35,35,35,35
ENSG00000134242,PTPN22,-0.86706285972,-0.0466348447551,0.385907568876,0.0584101872148,0.0774061709145,7.49803498769e-18,2.03496020653e-17,32,32,32
ENSG00000103067,ESRP2,0.867020576227,0.0499359805164,0.385930735781,0.0549560103417,0.0470268975684,2.82995475356e-11,6.1517303283e-11,31,31,31
ENSG00000157077,ZFYVE9,0.866963043852,0.0477690705733,0.385962258832,0.00137079672508,0.00551172231612,0.0241747843076,0.032998868703,3,3,3
ENSG00000158042,MRPL17,-0.866744920846,-0.0478205884932,0.38608178674,0.0213735187889,0.0239633890638,2.32882856316e-06,4.08320034683e-06,20,20,20
ENSG00000115425,PECR,-0.866688889812,-0.046010416312,0.386112494497,0.0280955607615,0.0199102394549,1.706016383e-05,2.85804398124e-05,47,47,47
ENSG00000151239,TWF1,-0.866529237456,-0.0477292508122,0.3862,0.000202928518827,0.000319894730371,0.587547709849,0.695853869834,1,1,1
ENSG00000099326,MZF1,-0.866257039188,-0.0489000453855,0.386349219868,0.0643369878335,0.0886330419056,2.51375589751e-20,7.35095002801e-20,12,12,12
ENSG00000105649,RAB3A,0.86611878987,0.0474835620102,0.386425022014,0.0423756908456,0.0656101724648,2.80479901087e-15,7.0018968484e-15,34,34,34
ENSG00000118514,ALDH8A1,0.865898356544,0.0461250132393,0.386545904453,0.445434181085,0.572999656283,3.44733876604e-172,1.16722105109e-170,63,64,64
ENSG00000176383,B3GNT4,-0.865775530611,-0.0449445652946,0.386613270424,0.0477495096381,0.0878341715437,3.77817760511e-20,1.10142490564e-19,15,15,15
ENSG00000204711,C9orf135,-0.865699767945,-0.0464007837592,0.386654827319,0.842586736863,0.821565046434,0.0,0.0,14,14,14
ENSG00000198208,RPS6KL1,-0.865685196138,-0.047109974707,0.386662820474,0.237740060535,0.292088339901,4.74686656609e-71,3.89538813346e-70,13,13,13
ENSG00000142528,ZNF473,0.865101384993,0.047705870507,0.386983144613,0.0185585632758,0.022339366543,5.16802605791e-06,8.91293324718e-06,27,27,27
ENSG00000101470,TNNC2,0.86509274537,0.0486267304688,0.386987886197,0.1746008256,0.220291029225,1.08578144684e-51,6.40431143591e-51,35,35,35
ENSG00000150990,DHX37,-0.865003135321,-0.0495806302471,0.387037067923,0.0129585259384,0.0144224317838,0.000257322943341,0.000403620398565,31,31,31
ENSG00000174231,PRPF8,0.864718050885,0.0523486835173,0.387193559491,0.0023386973566,0.000742383852026,0.408598282017,0.494682229289,14,14,14
ENSG00000142230,SAE1,-0.864605095296,-0.0453483211315,0.387255574941,0.0285321859849,0.0315199695516,5.74000838606e-08,1.0871678236e-07,32,33,33
ENSG00000136802,LRRC8A,-0.864554652078,-0.0466478586357,0.387283271489,0.00379499868802,0.00896995511035,0.00399718669449,0.00579748331166,3,3,3
ENSG00000153786,ZDHHC7,-0.864547375866,-0.0472815759943,0.387287266694,0.138262376621,0.193512974151,6.44805644676e-45,3.3084281831e-44,41,42,42
ENSG00000175906,ARL4D,0.864102274385,0.0491176419733,0.387531709717,0.126062813505,0.143787720541,6.69536244844e-33,2.68201395403e-32,35,35,35
ENSG00000115526,CHST10,0.864100969805,0.0469925744393,0.38753242631,0.021515771692,0.0214169946702,8.13067333133e-06,1.38644612179e-05,15,15,15
ENSG00000198821,CD247,0.864034853824,0.0465028097238,0.387568744273,0.0543096520685,0.0839402928831,2.7408499766e-19,7.79691901552e-19,12,12,12
C9orf95,C9orf95,0.864034289831,0.0475856173048,0.387569054087,0.649973388365,0.718029294338,3.85042102038e-255,3.75658483403e-253,83,83,83
ENSG00000095380,NANS,0.863911191048,0.0469549135821,0.387636678655,0.00239395579358,0.000265721447901,0.621072263482,0.732434915853,8,8,8
ENSG00000165821,SALL2,0.863832265881,0.0438719236207,0.38768004014,0.0131552163496,0.0163165755489,0.000100523252284,0.000161482102187,24,25,25
ENSG00000160345,C9orf116,-0.863828689302,-0.0482101151544,0.387682005183,0.0594208982514,0.0871332488551,5.40048749017e-20,1.56777211225e-19,15,16,16
ENSG00000031081,ARHGAP31,0.863688421597,0.0474873178407,0.387759075792,0.0375838650826,0.0484096678742,1.43106677388e-11,3.14719994636e-11,39,39,39
ENSG00000205060,SLC35B4,0.863431984941,0.0473112328153,0.3879,0.000909198932984,0.00196101473882,0.179118369542,0.226125567452,1,1,1
ENSG00000008382,MPND,-0.863251088536,-0.0471317853908,0.387999429998,0.133107130025,0.179890694232,1.48355125886e-41,7.17849141457e-41,15,16,16
ENSG00000089157,RPLP0,0.862916566912,0.0453852540966,0.388183341251,0.0203746451849,0.0127562626234,0.000590767480322,0.000908570584227,34,34,34
ENSG00000106399,RPA3,0.862850427331,0.0465595601039,0.388219709353,0.0502374452321,0.0678327733557,9.228298876e-16,2.35234999992e-15,34,34,34
ENSG00000164221,CCDC112,-0.862849597183,-0.0446071747524,0.388220165839,0.0203484213405,0.0150339123544,0.000189881094829,0.000300122872914,31,33,33
ENSG00000197563,PIGN,0.86265408131,0.0481124583451,0.388327686158,0.28787594701,0.349200239773,6.81261968059e-88,7.43405251144e-87,65,65,65
ENSG00000188868,ZNF563,0.862630779037,0.0480196468112,0.388340502019,0.0715570424027,0.070260327863,2.73385566522e-16,7.09649447508e-16,32,32,32
FAM48A,FAM48A,-0.862467771347,-0.0462686569115,0.388430160734,0.229494919218,0.320365480881,3.25693401629e-79,3.08390207969e-78,35,35,35
ENSG00000187922,LCN10,-0.86208626352,-0.0447594718919,0.38864004981,0.0317219587659,0.0356178948925,7.70491354083e-09,1.51261613126e-08,26,26,26
ENSG00000166167,BTRC,-0.862041045705,-0.0497921796786,0.38866493127,0.0288303951124,0.0361647147498,5.89287522984e-09,1.16259825722e-08,22,22,22
ENSG00000137507,LRRC32,0.862036464959,0.0480250312487,0.388667451915,0.567394120627,0.582185216527,1.54742389194e-176,5.49356336409e-175,38,38,38
ENSG00000127578,WFIKKN1,0.861694089415,0.0473068563489,0.388855878976,0.479914572284,0.500774347666,6.11236981681e-141,1.43760755102e-139,20,20,20
ENSG00000106077,ABHD11,-0.861676451395,-0.0455750434775,0.388865587601,0.497397691792,0.507759628769,9.29328428055e-144,2.26251103991e-142,27,27,27
ENSG00000168781,PPIP5K1,0.861041905909,0.0474993969587,0.389214963284,0.0165364711216,0.00713973935623,0.0102637209751,0.0144627654824,26,26,26
ENSG00000166800,LDHAL6A,0.86090903208,0.0494222259872,0.389288146733,0.0845756385439,0.110426607548,3.29835121849e-25,1.10232387462e-24,43,43,43
ENSG00000196935,SRGAP1,-0.860834792896,-0.0491524585603,0.389329039391,0.0721996428323,0.0692235058113,4.5980152883e-16,1.18305253687e-15,59,59,59
ENSG00000181656,GPR88,0.860822943817,0.0486961936156,0.389335566379,0.00801296836945,0.0118978360097,0.00090833582765,0.00138069142366,14,14,14
ENSG00000174442,ZWILCH,-0.860755825886,-0.0482153329414,0.389372539112,0.0124739600048,0.00809630914076,0.00625664133433,0.00895330541227,30,31,31
ENSG00000075151,EIF4G3,-0.860739224917,-0.048268223917,0.389381684288,0.0235967273658,0.0280881851851,3.08336179475e-07,5.64094214365e-07,20,20,20
ENSG00000134470,IL15RA,-0.860565525695,-0.0462418593488,0.389477379914,0.283217969436,0.368334236235,7.24734376711e-94,8.5917880069e-93,32,32,32
ENSG00000213366,GSTM2,0.860176466506,0.0468151045112,0.389691775107,0.224314688672,0.304579716488,1.29059934901e-74,1.12053289557e-73,34,35,35
ENSG00000079337,RAPGEF3,0.860096879378,0.0478195189978,0.38973564128,0.630089448582,0.639402622768,5.58669474049e-206,2.76625400102e-204,19,19,19
ENSG00000120533,ENY2,-0.859995074081,-0.0485076919307,0.389791757856,0.0137119940097,0.0214289204512,8.08315630747e-06,1.37852196977e-05,9,9,9
ENSG00000103647,CORO2B,0.859926576586,0.0478499890724,0.389829517447,0.116838320758,0.174462950615,3.13110132059e-40,1.4728476962e-39,23,23,23
ENSG00000128268,MGAT3,0.859840632377,0.0478779965718,0.389876897773,0.189810598632,0.262112323432,9.65798811271e-63,6.93973603014e-62,12,12,12
ENSG00000186777,ZNF732,0.859704841754,0.0461255556684,0.38995176515,0.00696550396824,0.00328539227405,0.0819452260785,0.106874999247,20,20,20
ENSG00000021762,OSBPL5,0.859361350513,0.0485888249333,0.390141186081,0.267745732356,0.311781678019,1.06178159952e-76,9.62472501537e-76,52,52,52
ENSG00000174871,CNIH2,0.859120638855,0.0460215587911,0.390273961733,0.00953324132802,0.0117046070252,0.00100091428923,0.0015163379461,13,13,13
ENSG00000107014,RLN2,0.859061225723,0.0480082533974,0.390306738021,0.100737191552,0.0374159624043,3.19013550422e-09,6.36721847645e-09,113,116,116
ENSG00000131187,F12,0.859055791949,0.0467221239247,0.39030973574,0.00252069018589,0.00253203106644,0.126807699948,0.162548342192,2,2,2
ENSG00000171517,LPAR3,-0.858920785821,-0.0455563432726,0.390384220786,0.270190045866,0.315673577732,7.7699068675e-78,7.21702703468e-77,32,32,32
ENSG00000119403,PHF19,-0.858821088849,-0.0475393146422,0.390439230748,0.149948985833,0.181373118296,6.42838372841e-42,3.12659682743e-41,42,42,42
ENSG00000118113,MMP8,-0.85872001606,-0.0485703443323,0.390495004656,0.00217291591782,0.000580217370213,0.465070163296,0.558737491633,9,9,9
ENSG00000138442,WDR12,-0.858602909118,-0.0465483173569,0.390559632572,0.000690715284942,0.000105757708221,0.755155805421,0.879568191829,2,2,2
ENSG00000187122,SLIT1,0.858586665071,0.0515055803252,0.390568597702,0.403252381722,0.505279889272,9.39944257492e-143,2.26325517649e-141,60,60,60
ENSG00000183742,MACC1,-0.858518057037,-0.0465333402786,0.390606464028,0.00180011356386,0.00055360576151,0.475493375221,0.570064012837,6,6,6
ENSG00000166819,PLIN1,0.858511318295,0.0480850477263,0.390610183412,0.138517142624,0.176406081324,1.05326986302e-40,5.00094353491e-40,42,44,44
ENSG00000161031,PGLYRP2,0.858505947921,0.045689026046,0.390613147554,0.0452306182519,0.0575489510385,1.55438859098e-13,3.65260519747e-13,33,34,34
C3orf23,C3orf23,-0.858142698407,-0.0465888018092,0.390813672426,0.0173250243052,0.0534519271973,1.18468294821e-12,2.70049482707e-12,9,9,9
ENSG00000166446,CDYL2,-0.85811453997,-0.047837670736,0.390829219358,0.00301157841843,0.00722670146947,0.00980997032092,0.0138426311439,6,6,6
ENSG00000160593,AMICA1,0.858097673056,0.0478299830065,0.390838532156,0.0892149750589,0.136506626386,3.37726559318e-31,1.3117654122e-30,14,14,14
ENSG00000197771,MCMBP,-0.857695495573,-0.0458333146327,0.391060627965,0.182956752056,0.185707612797,5.52642317579e-43,2.74984962782e-42,76,77,77
ENSG00000156253,RWDD2B,0.857217724767,0.0460383136022,0.391324568507,0.295090832312,0.346686505474,4.02740936471e-87,4.3443905604e-86,20,20,20
ENSG00000186017,ZNF566,0.856944862483,0.047224156646,0.391475357534,0.0906341190034,0.0984586294477,1.63115055968e-22,5.08855613964e-22,43,43,43
TIGD1,TIGD1,0.856932289431,0.0475543893627,0.391482306498,0.0111999577501,0.0168051873023,7.89322261698e-05,0.000127518637418,13,13,13
ENSG00000103264,FBXO31,-0.856393405162,-0.0481952826714,0.391780211265,0.0462638451746,0.0707432795101,2.1455117903e-16,5.58910913569e-16,30,30,30
ENSG00000002919,SNX11,-0.856353314229,-0.0493635004286,0.391802379738,0.168001512758,0.21873066214,2.7331635907e-51,1.59709395089e-50,58,58,58
ENSG00000166548,TK2,0.856206557939,0.0476884742236,0.391883535826,0.595119555408,0.416762411729,7.91151503548e-110,1.18277598788e-108,106,106,106
ENSG00000183354,KIAA2026,-0.855951421324,-0.0484065917705,0.392024650404,0.0100998855465,0.0141175424485,0.000299488138138,0.000468141261265,10,11,11
ENSG00000138107,ACTR1A,-0.855838237293,-0.0481070682033,0.392087261703,0.0347350732536,0.0402426987525,7.96622233701e-10,1.63228242689e-09,33,33,33
ENSG00000170860,LSM3,0.855741791873,0.0454287373199,0.3921406183,0.0136351237534,0.0110994182477,0.00135725949799,0.00203442185593,35,35,35
ENSG00000100376,FAM118A,-0.855439046407,-0.0478122676482,0.392308135088,0.82109865208,0.908845651287,0.0,0.0,68,70,70
ENSG00000184209,SNRNP35,-0.855312092691,-0.0466251417608,0.392378394729,0.0262385254227,0.0350643942715,1.0106770006e-08,1.9747258233e-08,29,29,29
ENSG00000159197,KCNE2,0.85518714188,0.0470390106583,0.392447553358,0.00569270031264,0.00275161093069,0.111446099002,0.143569695809,16,16,16
ENSG00000139133,ALG10,0.855137559784,0.0478429092671,0.392474998444,0.0453969951651,0.0470938144598,2.73813631092e-11,5.95410159338e-11,26,26,26
